Section,Group,Asset,Level,Change,Change Display,Change Unit,Change Text,% Change,% Change Text,High,Low,Obs,Order
A. Rates,Nominal UST,UST 2Y,3.8011%,0.0007500000000000284,0.07500000000000284,bp,+0.08bp,,,3.81315,3.79195,63,10
A. Rates,Nominal UST,UST 5Y,3.9541%,0.011800000000000033,1.1800000000000033,bp,+1.18bp,,,3.9599,3.9405,72,20
A. Rates,Nominal UST,UST 10Y,4.3425%,0.013950000000000351,1.395000000000035,bp,+1.40bp,,,4.3465,4.3236,75,30
A. Rates,Nominal UST,UST 30Y,4.9517%,0.016499999999999737,1.6499999999999737,bp,+1.65bp,,,4.95175,4.9322,82,40
A. Rates,Curve,UST 2s10s spread,54.14bp,1.515000000000029,1.515000000000029,bp,+1.52bp,,,54.530000000000015,52.32000000000001,60,60
A. Rates,Curve,UST 5s10s spread,38.85bp,0.21500000000003183,0.21500000000003183,bp,+0.22bp,,,39.195,38.309999999999974,67,70
A. Rates,Curve,UST 5s30s spread,99.77bp,0.46999999999997044,0.46999999999997044,bp,+0.47bp,,,99.93999999999997,98.78999999999998,71,80
B. Real & Inflation,Real Yield / TIPS,TIPS real 5Y,1.3095%,0.0035000000000000586,0.35000000000000586,bp,+0.35bp,,,1.3185,1.2995,55,110
B. Real & Inflation,Real Yield / TIPS,TIPS real 10Y,1.8935%,0.010499999999999954,1.0499999999999954,bp,+1.05bp,,,1.895,1.8815,71,120
B. Real & Inflation,Real Yield / TIPS,TIPS real 30Y,2.6970%,0.012500000000000178,1.2500000000000178,bp,+1.25bp,,,2.6975,2.6815,80,130
B. Real & Inflation,Breakeven Inflation,BEI 5Y,2.6445%,0.009199999999999875,0.9199999999999875,bp,+0.92bp,,,2.6476499999999996,2.6315,53,150
B. Real & Inflation,Breakeven Inflation,BEI 10Y,2.4490%,0.003450000000000397,0.3450000000000397,bp,+0.35bp,,,2.4545000000000003,2.4395499999999997,70,160
B. Real & Inflation,Breakeven Inflation,BEI 30Y,2.2547%,0.0039999999999995595,0.39999999999995595,bp,+0.40bp,,,2.2580499999999994,2.2501999999999995,80,170
C. Treasury Futures,Treasury Futures,TU 2Y Treasury Fut,103.7188,-0.00390625,-0.00390625,pts,-0.0039,-3.7660528000602565e-05,-0.00%,103.73828125,103.69921875,96,210
C. Treasury Futures,Treasury Futures,FV 5Y Treasury Fut,108.1484,-0.0234375,-0.0234375,pts,-0.0234,-0.00021666907410082333,-0.00%,108.1953125,108.109375,94,220
C. Treasury Futures,Treasury Futures,TY 10Y Treasury Fut,110.9688,-0.109375,-0.109375,pts,-0.1094,-0.0009846673231115486,-0.00%,111.09375,110.9375,96,230
C. Treasury Futures,Treasury Futures,US 30Y Treasury Fut,113.5000,-0.25,-0.25,pts,-0.2500,-0.002197802197802198,-0.00%,113.78125,113.5,96,240
D. USD & FX,USD,DXY,98.5390,0.14799999999999613,0.14799999999999613,pts,+0.1480,0.0015042026201583084,+0.00%,98.539,98.391,91,310
D. USD & FX,FX,EURUSD,1.1715,-0.0017000000000000348,-17.000000000000348,pips,-17.00pips,-0.001449028298670333,-0.00%,1.1732,1.17145,111,320
D. USD & FX,FX,USDJPY,159.490,0.1950000000000216,19.50000000000216,pips,+19.50pips,0.0012241438839889615,+0.00%,159.495,159.295,111,330
D. USD & FX,FX,GBPUSD,1.3526,-0.00275000000000003,-27.500000000000302,pips,-27.50pips,-0.002028996200243502,-0.00%,1.35535,1.35255,111,340
D. USD & FX,FX,AUDUSD,0.7186,-0.0006499999999999284,-6.499999999999284,pips,-6.50pips,-0.0009037191518942349,-0.00%,0.7194,0.71815,111,350
E. RMB,RMB,USDCNH,6.8271,0.0008999999999996788,8.999999999996788,pips,+9.00pips,0.000131844950338355,+0.00%,6.82785,6.8222,111,420
F. Commodities,Commodities,Brent crude,108.8800,0.6599999999999966,0.6599999999999966,pts,+0.6600,0.0060986878580668695,+0.01%,109.6,107.75,80,510
F. Commodities,Commodities,WTI crude,97.3200,1.1999999999999886,1.1999999999999886,pts,+1.2000,0.012484394506866298,+0.01%,97.32,96.06,97,520
F. Commodities,Commodities,Gold,4688.4500,17.6899999999996,17.6899999999996,pts,+17.6900,0.0037873922016972822,+0.00%,4700.325,4670.76,100,530
F. Commodities,Commodities,Copper,6.0225,0.022499999999999964,0.022499999999999964,pts,+0.0225,0.0037499999999999942,+0.00%,6.036,4.98,98,540
