Section,Group,Asset,Level,Change,Change Display,Change Unit,Change Text,% Change,% Change Text,High,Low,Obs,Order
A. Rates,Nominal UST,UST 2Y,3.8011%,0.0007500000000000284,0.07500000000000284,bp,+0.08bp,,,3.81315,3.79195,64,10
A. Rates,Nominal UST,UST 5Y,3.9541%,0.011800000000000033,1.1800000000000033,bp,+1.18bp,,,3.9599,3.9405,74,20
A. Rates,Nominal UST,UST 10Y,4.3425%,0.013950000000000351,1.395000000000035,bp,+1.40bp,,,4.3465,4.3236,76,30
A. Rates,Nominal UST,UST 30Y,4.9517%,0.016499999999999737,1.6499999999999737,bp,+1.65bp,,,4.95175,4.9322,83,40
A. Rates,Curve,UST 2s10s spread,54.14bp,1.515000000000029,1.515000000000029,bp,+1.52bp,,,54.530000000000015,52.32000000000001,61,60
A. Rates,Curve,UST 5s10s spread,38.85bp,0.21500000000003183,0.21500000000003183,bp,+0.22bp,,,39.195,38.309999999999974,69,70
A. Rates,Curve,UST 5s30s spread,99.77bp,0.46999999999997044,0.46999999999997044,bp,+0.47bp,,,99.93999999999997,98.78999999999998,73,80
B. Real & Inflation,Real Yield / TIPS,TIPS real 5Y,1.3095%,0.0035000000000000586,0.35000000000000586,bp,+0.35bp,,,1.3185,1.2995,55,110
B. Real & Inflation,Real Yield / TIPS,TIPS real 10Y,1.8945%,0.011500000000000066,1.1500000000000066,bp,+1.15bp,,,1.895,1.8815,71,120
B. Real & Inflation,Real Yield / TIPS,TIPS real 30Y,2.6970%,0.012500000000000178,1.2500000000000178,bp,+1.25bp,,,2.6975,2.6815,81,130
B. Real & Inflation,Breakeven Inflation,BEI 5Y,2.6445%,0.009199999999999875,0.9199999999999875,bp,+0.92bp,,,2.6476499999999996,2.6315,53,150
B. Real & Inflation,Breakeven Inflation,BEI 10Y,2.4490%,0.003449999999999953,0.3449999999999953,bp,+0.34bp,,,2.4545000000000003,2.4395499999999997,70,160
B. Real & Inflation,Breakeven Inflation,BEI 30Y,2.2547%,0.0039999999999995595,0.39999999999995595,bp,+0.40bp,,,2.2580499999999994,2.2501999999999995,81,170
C. Treasury Futures,Treasury Futures,TU 2Y Treasury Fut,103.7188,-0.00390625,-0.00390625,pts,-0.0039,-3.7660528000602565e-05,-0.00%,103.73828125,103.69921875,96,210
C. Treasury Futures,Treasury Futures,FV 5Y Treasury Fut,108.1562,-0.015625,-0.015625,pts,-0.0156,-0.0001444460494005489,-0.00%,108.1953125,108.109375,94,220
C. Treasury Futures,Treasury Futures,TY 10Y Treasury Fut,110.9844,-0.09375,-0.09375,pts,-0.0938,-0.0008440005626670418,-0.00%,111.09375,110.9375,96,230
C. Treasury Futures,Treasury Futures,US 30Y Treasury Fut,113.5312,-0.21875,-0.21875,pts,-0.2188,-0.0019230769230769232,-0.00%,113.78125,113.53125,96,240
D. USD & FX,USD,DXY,98.5320,0.14099999999999113,0.14099999999999113,pts,+0.1410,0.0014330579016372546,+0.00%,98.532,98.391,91,310
D. USD & FX,FX,EURUSD,1.1715,-0.0017000000000000348,-17.000000000000348,pips,-17.00pips,-0.001449028298670333,-0.00%,1.1732,1.17145,112,320
D. USD & FX,FX,USDJPY,159.510,0.2150000000000034,21.50000000000034,pips,+21.50pips,0.001349697102859496,+0.00%,159.51,159.295,112,330
D. USD & FX,FX,GBPUSD,1.3526,-0.0027000000000001467,-27.000000000001467,pips,-27.00pips,-0.0019921053602391606,-0.00%,1.35535,1.35255,112,340
D. USD & FX,FX,AUDUSD,0.7187,-0.0005999999999999339,-5.999999999999339,pips,-6.00pips,-0.0008342022940562168,-0.00%,0.7194,0.71815,112,350
E. RMB,RMB,USDCNH,6.8274,0.0011499999999999844,11.499999999999844,pips,+11.50pips,0.00016846854765462254,+0.00%,6.82785,6.8222,112,420
F. Commodities,Commodities,Brent crude,108.8900,0.6700000000000017,0.6700000000000017,pts,+0.6700,0.006191092219552778,+0.01%,109.6,107.75,80,510
F. Commodities,Commodities,WTI crude,97.3100,1.1899999999999977,1.1899999999999977,pts,+1.1900,0.01238035788597584,+0.01%,97.31,96.06,97,520
F. Commodities,Commodities,Gold,4686.9800,16.219999999999345,16.219999999999345,pts,+16.2200,0.0034726682595550497,+0.00%,4700.325,4670.76,101,530
F. Commodities,Commodities,Copper,6.0265,0.026500000000000412,0.026500000000000412,pts,+0.0265,0.004416666666666735,+0.00%,6.036,4.98,99,540
